Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
174,4,1.52573,1.47831,0,0,0,0,0,1.29232,0.107605,0.0565629,0.0126885,0.0091291,0,0,0,0.48088,0.00936016,0.00395709,0.000509062,0.000214342
174,5,1.49718,1.46016,0,0,0,0,0,0.000196882,0.737878,0.555366,0.0993391,0.0673777,0,0,0,0,0,0,0,0
174,6,1.58857,1.51714,0,0,0,0,0,6.03186E-16,0.000707117,0.959645,0.358686,0.198104,0,0,0,0,0,0,0,0
174,7,1.75213,1.64013,0,0,0,0,0,0,4.86701E-10,0.0371136,0.912883,0.690127,0,0,0,0,0,0,0,0
174,8,2.39854,2.18217,1,0,0,0,0,0,5.58563E-11,0.00252962,0.168215,2.01142,0,0,0,0,0,0,0,0
175,1,0.395541,0.367978,0,1,0.271923,0.0944563,0.00157249,2.58473E-05,1.18341E-07,7.80171E-08,1.75319E-08,1.40238E-08,0.0941629,0.0400297,0.000104924,2.18863E-07,1.19327E-10,5.04468E-11,6.48975E-12,2.73252E-12
175,2,0.990561,0.98169,0,0,0,0.852424,0.127305,0.0019425,8.89362E-06,5.8632E-06,1.31757E-06,1.05393E-06,0,0.329434,0.050048,0.000110203,6.00845E-08,2.54013E-08,3.26776E-09,1.3759E-09
175,3,1.46998,1.45642,0,0,0,0,1.26276,0.192085,0.000817377,0.000538863,0.000121093,9.68623E-05,0,0,0.513011,0.0747183,4.29915E-05,1.81751E-05,2.33814E-06,9.8448E-07
175,4,1.52564,1.47819,0,0,0,0,0,1.29025,0.108748,0.0571422,0.0128183,0.00922042,0,0,0,0.479388,0.00944124,0.00399137,0.000513471,0.000216198
175,5,1.49718,1.46017,0,0,0,0,0,0.000196724,0.73758,0.555636,0.0993626,0.0673937,0,0,0,0,0,0,0,0
175,6,1.58883,1.51731,0,0,0,0,0,5.99479E-16,0.000702769,0.958188,0.359907,0.198515,0,0,0,0,0,0,0,0
175,7,1.75267,1.64053,0,0,0,0,0,0,4.81964E-10,0.0366519,0.91149,0.69239,0,0,0,0,0,0,0,0
175,8,2.4009,2.18421,1,0,0,0,0,0,5.57578E-11,0.00252509,0.167714,2.01397,0,0,0,0,0,0,0,0
176,1,0.39557,0.368012,0,1,0.271883,0.0945289,0.00157339,2.58622E-05,1.18409E-07,7.80621E-08,1.75421E-08,1.40319E-08,0.0941403,0.0400615,0.000105019,2.19062E-07,1.19436E-10,5.04928E-11,6.49566E-12,2.73501E-12
176,2,0.990976,0.982111,0,0,0,0.852529,0.127618,0.00194709,8.91467E-06,5.87708E-06,1.32069E-06,1.05642E-06,0,0.329484,0.0501873,0.000110515,6.02542E-08,2.5473E-08,3.27699E-09,1.37978E-09
176,3,1.47002,1.45645,0,0,0,0,1.26248,0.19239,0.000818633,0.000539691,0.000121279,9.70111E-05,0,0,0.512886,0.0748578,4.30728E-05,1.82094E-05,2.34256E-06,9.8634E-07
176,4,1.52564,1.47818,0,0,0,0,0,1.29014,0.10881,0.0571764,0.012826,0.00922597,0,0,0,0.479306,0.00944933,0.00399479,0.000513912,0.000216384
176,5,1.49718,1.46017,0,0,0,0,0,0.000196729,0.737578,0.555638,0.0993627,0.0673937,0,0,0,0,0,0,0,0
176,6,1.58879,1.51728,0,0,0,0,0,6.00218E-16,0.000703637,0.95845,0.359689,0.198439,0,0,0,0,0,0,0,0
176,7,1.75262,1.64049,0,0,0,0,0,0,4.82446E-10,0.036699,0.911629,0.692163,0,0,0,0,0,0,0,0
176,8,2.401,2.1843,1,0,0,0,0,0,5.57573E-11,0.00252507,0.167712,2.01406,0,0,0,0,0,0,0,0
177,1,0.395211,0.36763,0,1,0.271868,0.0941678,0.00156824,2.57775E-05,1.18021E-07,7.78063E-08,1.74846E-08,1.39859E-08,0.0941594,0.0398999,0.000104562,2.18108E-07,1.18916E-10,5.02729E-11,6.46737E-12,2.7231E-12
177,2,0.989147,0.980253,0,0,0,0.852071,0.126237,0.00192677,8.82163E-06,5.81574E-06,1.30691E-06,1.0454E-06,0,0.329269,0.0495709,0.000109137,5.95031E-08,2.51555E-08,3.23614E-09,1.36258E-09
177,3,1.46981,1.45629,0,0,0,0,1.26403,0.19069,0.000811669,0.0005351,0.000120247,9.61858E-05,0,0,0.51359,0.0740778,4.26178E-05,1.80171E-05,2.31782E-06,9.75921E-07
177,4,1.52574,1.4783,0,0,0,0,0,1.29213,0.107705,0.0566234,0.012702,0.0091393,0,0,0,0.480756,0.00938328,0.00396687,0.000510319,0.000214871
177,5,1.49718,1.46016,0,0,0,0,0,0.000196892,0.737892,0.555354,0.099338,0.067377,0,0,0,0,0,0,0,0
