Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
29,4,2.39649,2.3948,0,0,0,0,0,2.08749,0.173922,0.0962107,0.0215838,0.0155903,0,0,0,0.886473,0.0169271,0.0071561,0.000920599,0.000387621
29,5,2.42908,2.42305,0,0,0,0,0,0.000306988,1.13628,0.980097,0.182553,0.123819,0,0,0,0,0,0,0,0
29,6,2.49278,2.48265,0,0,0,0,0,1.12589E-15,0.0011453,1.51138,0.616272,0.353846,0,0,0,0,0,0,0,0
29,7,2.6612,2.64422,0,0,0,0,0,0,9.0442E-10,0.0646822,1.42325,1.15628,0,0,0,0,0,0,0,0
29,8,3.43675,3.40289,0,0,0,0,0,0,9.26852E-11,0.00419539,0.269652,3.12904,0,0,0,0,0,0,0,0
30,1,0.546426,0.546416,0,0,0.362,0.181267,0.00309661,5.08997E-05,2.33041E-07,1.53635E-07,3.45246E-08,2.76162E-08,0.168558,0.08174,0.000210222,4.38508E-07,2.39081E-10,1.01074E-10,1.30027E-11,5.47482E-12
30,2,1.54679,1.54677,0,0,0,1.29475,0.248134,0.00384699,1.76133E-05,1.16117E-05,2.60937E-06,2.08724E-06,0,0.607556,0.101352,0.00022037,1.20149E-07,5.07942E-08,6.53444E-09,2.75134E-09
30,3,2.35639,2.35622,0,0,0,0,2.00359,0.349714,0.0015135,0.000997792,0.000224223,0.000179356,0,0,0.940117,0.139993,7.95064E-05,3.36121E-05,4.32404E-06,1.82065E-06
30,4,2.39648,2.39479,0,0,0,0,0,2.08833,0.173419,0.0959592,0.0215274,0.0155514,0,0,0,0.887142,0.0169093,0.00714857,0.000919631,0.000387213
30,5,2.42907,2.42305,0,0,0,0,0,0.000307175,1.13641,0.979977,0.18254,0.12381,0,0,0,0,0,0,0,0
30,6,2.49272,2.4826,0,0,0,0,0,1.12831E-15,0.00114777,1.51204,0.615764,0.353649,0,0,0,0,0,0,0,0
30,7,2.6611,2.64413,0,0,0,0,0,0,9.05862E-10,0.0648089,1.42364,1.15568,0,0,0,0,0,0,0,0
30,8,3.43673,3.40288,0,0,0,0,0,0,9.26956E-11,0.00419587,0.2697,3.12898,0,0,0,0,0,0,0,0
31,1,0.54636,0.54635,0,0,0.362021,0.181182,0.00309532,5.08785E-05,2.32945E-07,1.53571E-07,3.45103E-08,2.76048E-08,0.168572,0.0816962,0.000210103,4.38261E-07,2.38946E-10,1.01017E-10,1.29953E-11,5.47172E-12
31,2,1.54655,1.54653,0,0,0,1.2947,0.247951,0.00384423,1.76006E-05,1.16034E-05,2.6075E-06,2.08574E-06,0,0.607532,0.101266,0.000220181,1.20046E-07,5.07506E-08,6.52884E-09,2.74898E-09
31,3,2.35637,2.3562,0,0,0,0,2.00384,0.349446,0.00151238,0.000997051,0.000224056,0.000179223,0,0,0.940234,0.139865,7.94332E-05,3.35812E-05,4.32006E-06,1.81897E-06
31,4,2.39647,2.39478,0,0,0,0,0,2.08868,0.17321,0.0958537,0.0215037,0.015535,0,0,0,0.887419,0.0168998,0.00714457,0.000919115,0.000386996
31,5,2.42907,2.42305,0,0,0,0,0,0.000307256,1.13647,0.979932,0.182535,0.123806,0,0,0,0,0,0,0,0
31,6,2.49272,2.48259,0,0,0,0,0,1.12857E-15,0.00114803,1.51206,0.615744,0.353639,0,0,0,0,0,0,0,0
31,7,2.66112,2.64414,0,0,0,0,0,0,9.05672E-10,0.0647923,1.42359,1.15576,0,0,0,0,0,0,0,0
31,8,3.43673,3.40287,0,0,0,0,0,0,9.26945E-11,0.00419582,0.269694,3.12898,0,0,0,0,0,0,0,0
32,1,0.546231,0.54622,0,0,0.362036,0.181039,0.00309311,5.08422E-05,2.32778E-07,1.53461E-07,3.44856E-08,2.7585E-08,0.168586,0.0816228,0.000209906,4.37849E-07,2.38722E-10,1.00922E-10,1.29831E-11,5.46658E-12
32,2,1.54629,1.54627,0,0,0,1.29463,0.247757,0.0038413,1.75872E-05,1.15945E-05,2.6055E-06,2.08414E-06,0,0.607502,0.101175,0.000219982,1.19938E-07,5.07048E-08,6.52294E-09,2.7465E-09
32,3,2.35635,2.35619,0,0,0,0,2.00399,0.349284,0.00151169,0.000996599,0.000223955,0.000179141,0,0,0.940304,0.139788,0.000079389,3.35625E-05,4.31766E-06,1.81796E-06
32,4,2.39647,2.39478,0,0,0,0,0,2.08869,0.173205,0.0958485,0.0215026,0.015534,0,0,0,0.887427,0.0168952,0.0071426,0.000918862,0.000386889
32,5,2.42907,2.42305,0,0,0,0,0,0.000307251,1.13645,0.979947,0.182536,0.123807,0,0,0,0,0,0,0,0
32,6,2.49276,2.48263,0,0,0,0,0,1.12701E-15,0.00114645,1.51157,0.616129,0.353784,0,0,0,0,0,0,0,0
32,7,2.66122,2.64424,0,0,0,0,0,0,9.04176E-10,0.0646609,1.42318,1.15639,0,0,0,0,0,0,0,0
32,8,3.43673,3.40287,0,0,0,0,0,0,9.26844E-11,0.00419535,0.269648,3.12903,0,0,0,0,0,0,0,0
33,1,0.546148,0.546138,0,0,0.362039,0.180955,0.0030918,5.08206E-05,2.32679E-07,1.53396E-07,3.4471E-08,2.75733E-08,0.168591,0.08158,0.000209792,4.3761E-07,2.38592E-10,1.00867E-10,1.29761E-11,5.4636E-12
33,2,1.54615,1.54613,0,0,0,1.2946,0.247653,0.00383973,0.00001758,1.15898E-05,2.60445E-06,2.0833E-06,0,0.607486,0.101127,0.000219877,1.1988E-07,5.06804E-08,6.51981E-09,2.74518E-09
33,3,2.35634,2.35618,0,0,0,0,2.00406,0.349208,0.00151138,0.000996388,0.000223907,0.000179104,0,0,0.940337,0.139753,7.93686E-05,3.35539E-05,4.31655E-06,1.81749E-06
33,4,2.39647,2.39478,0,0,0,0,0,2.08859,0.173267,0.0958772,0.021509,0.0155383,0,0,0,0.887349,0.0168943,0.00714223,0.000918814,0.000386869
33,5,2.42907,2.42305,0,0,0,0,0,0.000307202,1.13641,0.979984,0.18254,0.12381,0,0,0,0,0,0,0,0
33,6,2.49281,2.48267,0,0,0,0,0,1.12531E-15,0.00114471,1.51102,0.616562,0.353947,0,0,0,0,0,0,0,0
33,7,2.66135,2.64436,0,0,0,0,0,0,9.02242E-10,0.0644912,1.42266,1.15721,0,0,0,0,0,0,0,0
33,8,3.43679,3.40294,0,0,0,0,0,0,9.26677E-11,0.00419458,0.269572,3.12917,0,0,0,0,0,0,0,0
34,1,0.546108,0.546098,0,0,0.362024,0.180931,0.00309138,5.08137E-05,2.32648E-07,1.53375E-07,3.44663E-08,2.75696E-08,0.168585,0.081568,0.000209761,4.37545E-07,2.38556E-10,1.00852E-10,1.29741E-11,5.46279E-12
34,2,1.54617,1.54615,0,0,0,1.2946,0.247669,0.00383997,1.75811E-05,1.15905E-05,2.6046E-06,2.08342E-06,0,0.607489,0.101134,0.000219893,1.19889E-07,5.06841E-08,6.52028E-09,2.74538E-09
34,3,2.35635,2.35618,0,0,0,0,2.00404,0.349227,0.00151146,0.000996442,0.00022392,0.000179113,0,0,0.940328,0.139762,7.93741E-05,3.35562E-05,4.31685E-06,1.81762E-06
